,loc1,loc2,name,location
2174,대구광역시,수성구,만촌삼정그린점,대구광역시 수성구 교학로 56
2175,대구광역시,수성구,만촌타운점,"대구광역시 수성구 달구벌대로526길 12,  (만촌동) 1층"
2176,대구광역시,수성구,만촌파크점,"대구광역시 수성구 공경로 67, (만촌동)"
2177,대구광역시,수성구,만촌팔레스점,"대구광역시 수성구 화랑로 42, (만촌동)"
2178,대구광역시,서구,만평점,"대구광역시 서구 서대구로 356, (비산동)"
2179,부산광역시,수영구,망미로얄점,부산광역시 수영구 과정로85번길 70 망미로얄베스토피아아파트
2180,부산광역시,수영구,망미블루점,"부산광역시 수영구 과정로42번길 55, (망미동)"
2181,부산광역시,수영구,망미삼성점,"부산광역시 수영구 연수로310번길 26, (망미동)"
2182,부산광역시,수영구,망미수미로점,"부산광역시 수영구 수미로41번길 3, (망미동)"
2183,부산광역시,수영구,망미우리점,"부산광역시 수영구 과정로56번길 7, (망미동)"
2184,울산광역시,울주군,망양공단점,울산광역시 울주군 온양읍 덕망로 276
2185,서울특별시,중랑구,망우경남점,서울특별시 중랑구 양원역로 37 경남아파트
2186,서울특별시,중랑구,망우금란점,서울특별시 중랑구 용마산로118길 71 대원카센타
2187,서울특별시,중랑구,망우무지개점,서울특별시 중랑구 용마공원로2길 22 대일할인마트
2188,서울특별시,중랑구,망우사랑점,"서울특별시 중랑구 봉우재로57길 33, 금영빌딩  (망우동)"
2189,서울특별시,중랑구,망우써너스빌점,"서울특별시 중랑구 용마산로115길 109, (망우동, 한일써너스빌리젠시2단지아파트)"
2190,서울특별시,중랑구,망우의리점,"서울특별시 중랑구 상봉중앙로1다길 67, (상봉동)"
2191,서울특별시,중랑구,망우점,"서울특별시 중랑구 망우로 410, (망우동)"
2192,서울특별시,중랑구,망우제일점,"서울특별시 중랑구 용마산로116길 50,  (망우동, 마이바움망우)"
2193,서울특별시,중랑구,망우퍼스트점,서울특별시 중랑구 용마공원로 47
2194,서울특별시,중랑구,망우행복점,서울특별시 중랑구 용마산로118길 130 대원빌라
2195,서울특별시,마포구,망원2동점,"서울특별시 마포구 방울내로 38, (망원동)"
2196,서울특별시,마포구,망원물길세계로점,서울특별시 마포구 방울내로9안길 92
2197,서울특별시,마포구,망원스위트점,"서울특별시 마포구 망원로 44,  (망원동) 1층"
2198,서울특별시,마포구,망원스카이점,"서울특별시 마포구 희우정로 118,  (망원동) 1층"
2199,서울특별시,마포구,망원역점,"서울특별시 마포구 월드컵로 83,  (망원동) 1층"
2200,서울특별시,마포구,망원우리점,서울특별시 마포구 동교로9길 65 썬유빌
2201,서울특별시,마포구,망원월드컵점,"서울특별시 마포구 망원로 95, 일부  (망원동) 1층"
2202,서울특별시,마포구,망원포은로점,서울특별시 마포구 포은로 90
2203,서울특별시,마포구,망원현대점,"서울특별시 마포구 월드컵로29길 58,  (망원동) 1층"
2204,광주광역시,북구,망월주유소점,"광주광역시 북구 동문대로 603, (망월동)"
2205,경기도,수원시,망포벽산점,"경기도 수원시 영통구 영통로90번길 12, 코너  (망포동) 1층"
2206,경기도,수원시,망포역점,"경기도 수원시 영통구 덕영대로 1521, 르노삼성자동차영통  지점(영통동)"
2207,경기도,수원시,망포원경점,"경기도 수원시 영통구 덕영대로1499번길 55, (망포동) 태방전자"
2208,경기도,수원시,망포원룸점,"경기도 수원시 영통구 영통로174번길 85,  (망포동) 1층"
2209,경기도,수원시,망포태장점,"경기도 수원시 영통구 영통로153번길 20, 호 106호(망포동, 해피프라자) 1동 104호"
2210,,,망포힐스점, 
2211,광주광역시,북구,매곡대로점,"광주광역시 북구 설죽로 319, 일부 (매곡동) 1층 101호"
2212,광주광역시,북구,매곡아남점,"광주광역시 북구 매곡로 90, (매곡동, 아남) 105호"
